TAHUN;BULAN;HARI;JAM;CURAH HUJAN;DAYA;DEBIT AIR;Temperatur;
2021;8;15;19.00.00;0.03;538,47;0,69;26,64;
2021;8;15;20.00.00;0.03;537,83;0,68;26,55;
2021;8;15;21.00.00;0.04;537,97;0,69;26,48;
2021;8;15;22.00.00;0.05;538,54;0,69;26,46;
2021;8;15;23.00.00;0.05;539,18;0,68;26,7;
2021;8;16;00.00.00;0.06;538,7;0,68;27,1;
2021;8;16;01.00.00;0.07;538,78;0,68;27,69;
2021;8;16;02.00.00;0.07;560;0,7;28,26;
2021;8;16;03.00.00;0.06;525;0,67;28,77;
2021;8;16;04.00.00;0.06;522;0,67;29,19;
2021;8;16;05.00.00;0.05;565;0,7;29,48;
2021;8;16;06.00.00;0.04;539,15;0,68;29,62;
2021;8;16;07.00.00;0.03;523,26;0,68;29,62;
2021;8;16;08.00.00;0.02;542,8;0,69;29,42;
2021;8;16;09.00.00;0.01;542,99;0,69;29,08;
2021;8;16;10.00.00;0.01;526,23;0,67;28,62;
2021;8;16;11.00.00;0.0;544,14;0,69;28,23;
2021;8;16;12.00.00;0.0;542,55;0,69;27,82;
2021;8;16;13.00.00;0.0;525,62;0,67;27,46;
2021;8;16;14.00.00;0.0;526,44;0,67;27,18;
2021;8;16;15.00.00;0.01;526,72;0,69;26,98;
2021;8;16;16.00.00;0.01;544,08;0,69;26,78;
2021;8;16;17.00.00;0.01;525,62;0,67;26,55;
2021;8;16;18.00.00;0.01;523,41;0,67;26,37;
2021;8;16;19.00.00;0.01;522,43;0,67;26,26;
2021;8;16;20.00.00;0.03;538,6;0,69;26,2;
2021;8;16;21.00.00;0.04;539,36;0,69;26,16;
2021;8;16;22.00.00;0.04;538,67;0,69;26,13;
2021;8;16;23.00.00;0.05;521,87;0,67;26,33;
2021;8;17;00.00.00;0.07;540,82;0,68;26,72;
2021;8;17;01.00.00;0.07;539,84;0,68;27,25;
2021;8;17;02.00.00;0.07;539;0,69;27,81;
2021;8;17;03.00.00;0.05;534,42;0,69;28,36;
2021;8;17;04.00.00;0.05;558,49;0,68;28,79;
2021;8;17;05.00.00;0.04;540,77;0,69;29,06;
2021;8;17;06.00.00;0.03;538,94;0,69;29,18;
2021;8;17;07.00.00;0.04;540,07;0,69;29,12;
2021;8;17;08.00.00;0.04;543,02;0,69;28,96;
2021;8;17;09.00.00;0.02;527,69;0,67;28,67;
2021;8;17;10.00.00;0.02;543,52;0,69;28,36;
2021;8;17;11.00.00;0.02;537,29;0,68;28,12;
2021;8;17;12.00.00;0.02;550,52;0,69;27,82;
2021;8;17;13.00.00;0.02;538,02;0,68;27,55;
2021;8;17;14.00.00;0.02;538,46;0,68;27,33;
2021;8;17;15.00.00;0.03;550,39;0,69;27,11;
2021;8;17;16.00.00;0.03;550,29;0,69;26,9;
2021;8;17;17.00.00;0.04;515,9;0,66;26,71;
2021;8;17;18.00.00;0.06;547,55;0,69;26,56;
2021;8;17;19.00.00;0.06;547,19;0,69;26,46;
2021;8;17;20.00.00;0.08;544,84;0,69;26,4;
2021;8;17;21.00.00;0.11;568,33;0,72;26,37;
2021;8;17;22.00.00;0.14;548,97;0,69;26,39;
2021;8;17;23.00.00;0.17;549,08;0,69;26,65;
2021;8;18;00.00.00;0.18;549,13;0,7;27,07;
2021;8;18;01.00.00;0.23;546,9;0,7;27,63;
2021;8;18;02.00.00;0.2;549,23;0,69;28,27;
2021;8;18;03.00.00;0.16;560,88;0,71;28,87;
2021;8;18;04.00.00;0.13;568,25;0,7;29,33;
2021;8;18;05.00.00;0.1;549,15;0,7;29,62;
2021;8;18;06.00.00;0.06;550,08;0,69;29,76;
2021;8;18;07.00.00;0.04;549,07;0,69;29,74;
2021;8;18;08.00.00;0.03;551,96;0,69;29,56;
2021;8;18;09.00.00;0.01;554,2;0,69;29,23;
2021;8;18;10.00.00;0.0;552,36;0,69;28,81;
2021;8;18;11.00.00;0.0;552,76;0,69;28,39;
2021;8;18;12.00.00;0.0;574,62;0,71;28;
2021;8;18;13.00.00;0.0;867,85;1,05;27,65;
2021;8;18;14.00.00;0.0;729,36;0,88;27,38;
2021;8;18;15.00.00;0.0;587,85;0,73;27,15;
2021;8;18;16.00.00;0.0;540,14;0,77;26,97;
2021;8;18;17.00.00;0.01;584,77;0,74;26,87;
2021;8;18;18.00.00;0.01;549,7;0,7;26,78;
2021;8;18;19.00.00;0.03;568,53;0,72;26,73;
2021;8;18;20.00.00;0.01;547,52;0,7;26,65;
2021;8;18;21.00.00;0.02;551,07;0,7;26,54;
2021;8;18;22.00.00;0.04;568,4;0,72;26,5;
2021;8;18;23.00.00;0.04;547,1;0,7;26,67;
2021;8;19;00.00.00;0.04;569,87;0,72;27,11;
2021;8;19;01.00.00;0.04;549,49;0,7;27,62;
2021;8;19;02.00.00;0.04;550,11;0,7;28,14;
2021;8;19;03.00.00;0.03;547,01;0,7;28,63;
2021;8;19;04.00.00;0.03;517,29;0,7;29,06;
2021;8;19;05.00.00;0.02;562,93;0,7;29,43;
2021;8;19;06.00.00;0.02;557,44;0,7;29,62;
2021;8;19;07.00.00;0.02;558,42;0,7;29,58;
2021;8;19;08.00.00;0.0;561,08;0,7;29,35;
2021;8;19;09.00.00;0.0;560,46;0,7;28,99;
2021;8;19;10.00.00;0.0;551,29;0,7;28,44;
2021;8;19;11.00.00;0.0;572,46;0,72;27,84;
2021;8;19;12.00.00;0.0;552,34;0,7;27,37;
2021;8;19;13.00.00;0.0;552,04;0,7;26,97;
2021;8;19;14.00.00;0.01;654,91;0,81;26,65;
2021;8;19;15.00.00;0.01;576,61;0,72;26,47;
2021;8;19;16.00.00;0.01;612,98;0,77;26,32;
2021;8;19;17.00.00;0.01;574,82;0,73;26,22;
2021;8;19;18.00.00;0.01;568,86;0,72;26,15;
2021;8;19;19.00.00;0.01;566,85;0,72;26,09;
2021;8;19;20.00.00;0.01;568,83;0,72;26,05;
2021;8;19;21.00.00;0.01;568,29;0,72;26,01;
2021;8;19;22.00.00;0.01;544,1;0,7;26,01;
2021;8;19;23.00.00;0.01;546,21;0,7;26,19;
2021;8;20;00.00.00;0.02;565,63;0,72;26,62;
2021;8;20;01.00.00;0.02;550,8;0,7;27,26;
2021;8;20;02.00.00;0.03;550,32;0,7;27,9;
2021;8;20;03.00.00;0.03;567,3;0,7;28,49;
2021;8;20;04.00.00;0.03;594,97;0,7;28,99;
2021;8;20;05.00.00;0.03;533,78;0,7;29,34;
2021;8;20;06.00.00;0.02;546,4;0,7;29,48;
2021;8;20;07.00.00;0.02;548,99;0,7;29,44;
2021;8;20;08.00.00;0.02;552,34;0,7;29,25;
2021;8;20;09.00.00;0.02;573,46;0,72;28,93;
2021;8;20;10.00.00;0.01;552,02;0,7;28,5;
2021;8;20;11.00.00;0.01;551,68;0,7;28,07;
2021;8;20;12.00.00;0.01;552,94;0,7;27,69;
2021;8;20;13.00.00;0.01;553,23;0,7;27,36;
2021;8;20;14.00.00;0.01;582,78;0,73;27,08;
2021;8;20;15.00.00;0.01;548,69;0,7;26,79;
2021;8;20;16.00.00;0.01;550,06;0,7;26,55;
2021;8;20;17.00.00;0.01;610,97;0,75;26,36;
2021;8;20;18.00.00;0.01;572,05;0,72;26,26;
2021;8;20;19.00.00;0.01;545,51;0,7;26,21;
2021;8;20;20.00.00;0.01;546,97;0,7;26,19;
2021;8;20;21.00.00;0.01;567,37;0,71;26,22;
2021;8;20;22.00.00;0.01;535,54;0,68;26,23;
2021;8;20;23.00.00;0.01;546,09;0,7;26,44;
2021;8;21;00.00.00;0.02;545,18;0,7;26,87;
2021;8;21;01.00.00;0.02;546,95;0,7;27,46;
2021;8;21;02.00.00;0.02;551,63;0,71;27,99;
2021;8;21;03.00.00;0.01;526,6;0,67;28,49;
2021;8;21;04.00.00;0.01;565,96;0,72;28,87;
2021;8;21;05.00.00;0.01;584,97;0,73;29,16;
2021;8;21;06.00.00;0.01;547,09;0,7;29,31;
2021;8;21;07.00.00;0.01;549,58;0,7;29,33;
2021;8;21;08.00.00;0.01;550,99;0,71;29,12;
2021;8;21;09.00.00;0.01;550,27;0,7;28,76;
2021;8;21;10.00.00;0.01;551,05;0,7;28,3;
2021;8;21;11.00.00;0.01;549,31;0,7;27,9;
2021;8;21;12.00.00;0.01;549,03;0,69;27,56;
2021;8;21;13.00.00;0.01;550,39;0,69;27,3;
2021;8;21;14.00.00;0.01;549,6;0,69;27,06;
2021;8;21;15.00.00;0.01;550,12;0,69;26,86;
2021;8;21;16.00.00;0.01;549,79;0,69;26,71;
2021;8;21;17.00.00;0.01;552,41;0,69;26,6;
2021;8;21;18.00.00;0.01;546,64;0,69;26,54;
2021;8;21;19.00.00;0.01;544,47;0,69;26,51;
2021;8;21;20.00.00;0.01;544,72;0,69;26,51;
2021;8;21;21.00.00;0.01;546,49;0,69;26,5;
2021;8;21;22.00.00;0.01;546,39;0,69;26,49;
2021;8;21;23.00.00;0.01;544,92;0,69;26,7;
2021;8;22;00.00.00;0.01;544,97;0,69;27,12;
2021;8;22;01.00.00;0.01;546,42;0,69;27,69;
2021;8;22;02.00.00;0.01;545,51;0,69;28,31;
2021;8;22;03.00.00;0.01;546,19;0,69;28,88;
2021;8;22;04.00.00;0.01;544,88;0,69;29,34;
2021;8;22;05.00.00;0.01;543,55;0,69;29,64;
2021;8;22;06.00.00;0.01;544,49;0,69;29,78;
2021;8;22;07.00.00;0.01;546,14;0,69;29,68;
2021;8;22;08.00.00;0.0;551,13;0,69;29,47;
2021;8;22;09.00.00;0.0;551,21;0,69;29,15;
2021;8;22;10.00.00;0.0;550,29;0,69;28,66;
2021;8;22;11.00.00;0.0;548,02;0,69;28,19;
2021;8;22;12.00.00;0.0;538,7;0,67;27,78;
2021;8;22;13.00.00;0.0;538,33;0,67;27,45;
2021;8;22;14.00.00;0.0;539,75;0,67;27,17;
2021;8;22;15.00.00;0.0;550,19;0,69;26,94;
2021;8;22;16.00.00;0.0;548,66;0,69;26,76;
2021;8;22;17.00.00;0.0;548,81;0,68;26,63;
2021;8;22;18.00.00;0.0;545,81;0,68;26,56;
2021;8;22;19.00.00;0.0;544,72;0,7;26,52;
2021;8;22;20.00.00;0.0;542,57;0,68;26,48;
2021;8;22;21.00.00;0.0;543,89;0,69;26,44;
2021;8;22;22.00.00;0.0;542,12;0,7;26,4;
2021;8;22;23.00.00;0.0;543,36;0,69;26,62;
2021;8;23;00.00.00;0.01;544,14;0,69;27,14;
2021;8;23;01.00.00;0.01;543,64;0,69;27,7;
2021;8;23;02.00.00;0.01;567,93;0,72;28,26;
2021;8;23;03.00.00;0.01;515;0,67;28,84;
2021;8;23;04.00.00;0.0;516;0,67;29,32;
2021;8;23;05.00.00;0.0;574,22;0,72;29,63;
2021;8;23;06.00.00;0.0;515;0,67;29,8;
2021;8;23;07.00.00;0.0;536,82;0,68;29,77;
2021;8;23;08.00.00;0.0;540,72;0,68;29,56;
2021;8;23;09.00.00;0.0;540,38;0,68;29,18;
2021;8;23;10.00.00;0.0;549,36;0,69;28,65;
2021;8;23;11.00.00;0.0;536,38;0,68;28,08;
2021;8;23;12.00.00;0.0;547,97;0,69;27,54;
2021;8;23;13.00.00;0.0;538,6;0,68;27,05;
2021;8;23;14.00.00;0.0;535,92;0,68;26,61;
2021;8;23;15.00.00;0.0;537,74;0,68;26,26;
2021;8;23;16.00.00;0.0;536,23;0,68;26,01;
2021;8;23;17.00.00;0.0;535,02;0,68;25,89;
2021;8;23;18.00.00;0.0;533,21;0,69;25,83;
2021;8;23;19.00.00;0.0;542;0,98;25,8;
2021;8;23;20.00.00;0.0;541,06;0,69;25,74;
2021;8;23;21.00.00;0.0;542,23;0,68;25,66;
2021;8;23;22.00.00;0.0;543,51;0,7;25,63;
2021;8;23;23.00.00;0.0;541,03;0,7;25,88;
2021;8;24;00.00.00;0.0;541,59;0,69;26,42;
2021;8;24;01.00.00;0.0;540,74;0,69;27,02;
2021;8;24;02.00.00;0.0;520;0,67;27,64;
2021;8;24;03.00.00;0.0;520;0,67;28,26;
2021;8;24;04.00.00;0.0;548,83;0,69;28,81;
2021;8;24;05.00.00;0.0;565;0,7;29,21;
2021;8;24;06.00.00;0.0;544,07;0,69;29,43;
2021;8;24;07.00.00;0.0;547,24;0,69;29,45;
2021;8;24;08.00.00;0.01;536,09;0,68;29,29;
2021;8;24;09.00.00;0.01;536,29;0,68;28,9;
2021;8;24;10.00.00;0.01;536,22;0,68;28,33;
2021;8;24;11.00.00;0.01;527,47;0,67;27,7;
2021;8;24;12.00.00;0.01;526,49;0,67;27,12;
2021;8;24;13.00.00;0.01;528,57;0,67;26,64;
2021;8;24;14.00.00;0.01;528,27;0,67;26,24;
2021;8;24;15.00.00;0.01;528,09;0,67;25,94;
2021;8;24;16.00.00;0.02;527,66;0,67;25,73;
2021;8;24;17.00.00;0.02;544,21;0,69;25,62;
2021;8;24;18.00.00;0.02;527,93;0,67;25,55;
2021;8;24;19.00.00;0.02;521,88;0,67;25,51;
2021;8;24;20.00.00;0.02;522,92;0,67;25,48;
2021;8;24;21.00.00;0.01;522,82;0,67;25,48;
2021;8;24;22.00.00;0.01;523,76;0,67;25,5;
2021;8;24;23.00.00;0.01;522,94;0,67;25,81;
2021;8;25;00.00.00;0.01;540,72;0,68;26,35;
2021;8;25;01.00.00;0.01;523,96;0,67;26,95;
2021;8;25;02.00.00;0.01;533,55;0,68;27,57;
2021;8;25;03.00.00;0.01;563,36;0,67;28,12;
2021;8;25;04.00.00;0.01;501,8;0,69;28,55;
2021;8;25;05.00.00;0.01;544,34;0,69;28,87;
2021;8;25;06.00.00;0.01;522,99;0,67;29,01;
2021;8;25;07.00.00;0.01;523,86;0,67;28,99;
2021;8;25;08.00.00;0.0;528,59;0,67;28,8;
2021;8;25;09.00.00;0.0;527,42;0,67;28,39;
2021;8;25;10.00.00;0.0;512,13;0,65;27,76;
2021;8;25;11.00.00;0.0;528,64;0,67;27,11;
2021;8;25;12.00.00;0.0;511,72;0,65;26,55;
2021;8;25;13.00.00;0.0;527,81;0,67;26,1;
2021;8;25;14.00.00;0.0;510,81;0,65;25,76;
2021;8;25;15.00.00;0.0;510,79;0,65;25,58;
2021;8;25;16.00.00;0.0;511,57;0,65;25,47;
2021;8;25;17.00.00;0.0;527,8;0,67;25,37;
2021;8;25;18.00.00;0.0;505,21;0,65;25,3;
2021;8;25;19.00.00;0.01;504,28;0,65;25,23;
2021;8;25;20.00.00;0.01;521,81;0,67;25,14;
2021;8;25;21.00.00;0.01;521,9;0,67;25,07;
2021;8;25;22.00.00;0.01;506,94;0,65;25,05;
2021;8;25;23.00.00;0.01;523,44;0,67;25,33;
2021;8;26;00.00.00;0.01;521,07;0,67;25,9;
2021;8;26;01.00.00;0.01;520;0,67;26,56;
2021;8;26;02.00.00;0.01;523,63;0,68;27,28;
2021;8;26;03.00.00;0.01;537,19;0,68;27,94;
2021;8;26;04.00.00;0.01;502,07;0,67;28,48;
2021;8;26;05.00.00;0.01;519;0,67;28,86;
2021;8;26;06.00.00;0.01;520,77;0,67;29,02;
2021;8;26;07.00.00;0.01;522,02;0,67;28,96;
2021;8;26;08.00.00;0.01;525,38;0,67;28,76;
2021;8;26;09.00.00;0.0;510,23;0,65;28,38;
2021;8;26;10.00.00;0.0;509,54;0,65;27,82;
2021;8;26;11.00.00;0.0;525,92;0,67;27,23;
2021;8;26;12.00.00;0.0;510,02;0,65;26,69;
2021;8;26;13.00.00;0.0;510,67;0,65;26,17;
2021;8;26;14.00.00;0.0;510,56;0,65;25,75;
2021;8;26;15.00.00;0.0;509,59;0,65;25,46;
2021;8;26;16.00.00;0.0;510,53;0,65;25,3;
2021;8;26;17.00.00;0.0;508,83;0,65;25,24;
2021;8;26;18.00.00;0.01;521,81;0,67;25,21;
2021;8;26;19.00.00;0.01;505,56;0,65;25,16;
2021;8;26;20.00.00;0.02;520,86;0,67;25,13;
2021;8;26;21.00.00;0.02;520,97;0,67;25,05;
2021;8;26;22.00.00;0.02;521,23;0,67;25,03;
2021;8;26;23.00.00;0.02;521,62;0,67;25,31;
2021;8;27;00.00.00;0.02;521,76;0,67;25,88;
2021;8;27;01.00.00;0.02;521,06;0,67;26,51;
2021;8;27;02.00.00;0.03;523;0,67;27,15;
2021;8;27;03.00.00;0.03;531;0,67;27,84;
2021;8;27;04.00.00;0.02;506,75;0,65;28,46;
2021;8;27;05.00.00;0.02;502;0,65;28,95;
2021;8;27;06.00.00;0.01;523,12;0,67;29,23;
2021;8;27;07.00.00;0.01;537,47;0,68;29,3;
2021;8;27;08.00.00;0.01;539,87;0,68;29,12;
2021;8;27;09.00.00;0.01;512,02;0,65;28,7;
2021;8;27;10.00.00;0.01;549,05;0,69;28,1;
2021;8;27;11.00.00;0.0;528,2;0,67;27,53;
2021;8;27;12.00.00;0.0;528,47;0,67;27,08;
2021;8;27;13.00.00;0.01;527,54;0,67;26,7;
2021;8;27;14.00.00;0.01;526,21;0,67;26,35;
2021;8;27;15.00.00;0.02;509,84;0,65;26,05;
2021;8;27;16.00.00;0.02;511,12;0,65;25,82;
2021;8;27;17.00.00;0.02;526,97;0,67;25,68;
2021;8;27;18.00.00;0.02;520,98;0,67;25,61;
2021;8;27;19.00.00;0.02;520,54;0,67;25,6;
2021;8;27;20.00.00;0.02;502,96;0,65;25,62;
2021;8;27;21.00.00;0.02;520,34;0,67;25,62;
2021;8;27;22.00.00;0.02;521,55;0,67;25,62;
2021;8;27;23.00.00;0.02;521,68;0,67;25,9;
2021;8;28;00.00.00;0.02;520,86;0,67;26,41;
2021;8;28;01.00.00;0.02;532,21;0,68;27,03;
2021;8;28;02.00.00;0.03;529,83;0,68;27,71;
2021;8;28;03.00.00;0.04;504,8;0,68;28,36;
2021;8;28;04.00.00;0.05;541,94;0,68;28,87;
2021;8;28;05.00.00;0.06;563,81;0,68;29,18;
2021;8;28;06.00.00;0.04;533,57;0,68;29,26;
2021;8;28;07.00.00;0.05;535,58;0,68;29,19;
2021;8;28;08.00.00;0.05;538,03;0,68;28,85;
2021;8;28;09.00.00;0.04;524,17;0,67;28,3;
2021;8;28;10.00.00;0.03;527,63;0,67;27,5;
2021;8;28;11.00.00;0.03;526,25;0,67;26,75;
2021;8;28;12.00.00;0.03;526,58;0,67;26,3;
2021;8;28;13.00.00;0.03;525,47;0,66;26,12;
2021;8;28;14.00.00;0.01;525,41;0,66;26,06;
2021;8;28;15.00.00;0.01;524,29;0,67;26,05;
2021;8;28;16.00.00;0.01;524,57;0,67;26,02;
2021;8;28;17.00.00;0.01;524,87;0,67;25,99;
2021;8;28;18.00.00;0.01;505,4;0,65;25,95;
2021;8;28;19.00.00;0.01;519,04;0,67;25,95;
2021;8;28;20.00.00;0.01;519,13;0,67;25,94;
2021;8;28;21.00.00;0.02;518,14;0,67;25,96;
2021;8;28;22.00.00;0.03;518,44;0,67;26;
2021;8;28;23.00.00;0.04;519,9;0,67;26,28;
2021;8;29;00.00.00;0.06;520,03;0,67;26,79;
2021;8;29;01.00.00;0.07;520,52;0,67;27,43;
2021;8;29;02.00.00;0.09;516,67;0,66;28,02;
2021;8;29;03.00.00;0.08;512,57;0,66;28,51;
2021;8;29;04.00.00;0.09;519;0,66;28,92;
2021;8;29;05.00.00;0.09;534,44;0,68;29,22;
2021;8;29;06.00.00;0.08;521,23;0,67;29,39;
2021;8;29;07.00.00;0.08;521,13;0,67;29,37;
2021;8;29;08.00.00;0.04;525,6;0,67;29,12;
2021;8;29;09.00.00;0.03;526,36;0,67;28,74;
2021;8;29;10.00.00;0.02;526,5;0,67;28,31;
2021;8;29;11.00.00;0.02;524,65;0,67;27,98;
2021;8;29;12.00.00;0.01;489,46;0,63;27,72;
2021;8;29;13.00.00;0.02;506,56;0,64;27,46;
2021;8;29;14.00.00;0.03;507,62;0,64;27,2;
2021;8;29;15.00.00;0.04;506,67;0,64;26,97;
2021;8;29;16.00.00;0.05;521,31;0,64;26,76;
2021;8;29;17.00.00;0.05;507,57;0,65;26,6;
2021;8;29;18.00.00;0.06;502,74;0,64;26,49;
2021;8;29;19.00.00;0.08;502,27;0,66;26,44;
2021;8;29;20.00.00;0.08;501,24;0,64;26,4;
2021;8;29;21.00.00;0.07;501,6;0,64;26,39;
2021;8;29;22.00.00;0.06;502,81;0,64;26,4;
2021;8;29;23.00.00;0.05;501,89;0,64;26,62;
2021;8;30;00.00.00;0.04;501,9;0,64;27,02;
2021;8;30;01.00.00;0.03;500,12;0,64;27,69;
2021;8;30;02.00.00;0.02;501,5;0,64;28,36;
2021;8;30;03.00.00;0.01;501,46;0,64;28,97;
2021;8;30;04.00.00;0.0;501,7;0,64;29,44;
2021;8;30;05.00.00;0.0;501,74;0,64;29,75;
2021;8;30;06.00.00;0.0;501,38;0,64;29,82;
2021;8;30;07.00.00;0.0;501,44;0,64;29,71;
2021;8;30;08.00.00;0.0;505,29;0,64;29,48;
2021;8;30;09.00.00;0.0;505,67;0,64;29,08;
2021;8;30;10.00.00;0.0;505,81;0,64;28,51;
2021;8;30;11.00.00;0.0;505,11;0,64;27,9;
2021;8;30;12.00.00;0.0;505,3;0,64;27,37;
2021;8;30;13.00.00;0.0;489,44;0,62;26,9;
2021;8;30;14.00.00;0.0;500,98;0,64;26,62;
2021;8;30;15.00.00;0.0;517,08;0,66;26,48;
2021;8;30;16.00.00;0.0;506,13;0,64;26,43;
2021;8;30;17.00.00;0.0;505,91;0,64;26,39;
2021;8;30;18.00.00;0.0;500,96;0,65;26,33;
2021;8;30;19.00.00;0.0;499,46;0,65;26,26;
2021;8;30;20.00.00;0.0;499;0,64;26,23;
2021;8;30;21.00.00;0.0;502,08;0,64;26,19;
2021;8;30;22.00.00;0.0;502,68;0,64;26,16;
2021;8;30;23.00.00;0.01;502,9;0,64;26,36;
2021;8;31;00.00.00;0.01;504,13;0,65;26,89;
2021;8;31;01.00.00;0.02;504,55;0,65;27,54;
2021;8;31;02.00.00;0.01;504,4;0,65;28,18;
2021;8;31;03.00.00;0.01;505,03;0,65;28,78;
2021;8;31;04.00.00;0.0;537,35;0,68;29,28;
2021;8;31;05.00.00;0.0;532,94;0,68;29,63;
2021;8;31;06.00.00;0.0;497,15;0,64;29,77;
2021;8;31;07.00.00;0.0;500,78;0,64;29,66;
2021;8;31;08.00.00;0.0;520,39;0,66;29,37;
2021;8;31;09.00.00;0.0;517,97;0,66;29,01;
2021;8;31;10.00.00;0.0;504,95;0,64;28,73;
2021;8;31;11.00.00;0.0;542,77;0,68;28,51;
2021;8;31;12.00.00;0.0;503,44;0,64;28,05;
2021;8;31;13.00.00;0.0;505,19;0,64;27,62;
2021;8;31;14.00.00;0.0;503,35;0,64;27,26;
2021;8;31;15.00.00;0.0;502,14;0,64;26,98;
2021;8;31;16.00.00;0.0;500,6;0,64;26,72;
2021;8;31;17.00.00;0.0;499,52;0,64;26,5;
2021;8;31;18.00.00;0.0;510,79;0,64;26,3;
2021;8;31;19.00.00;0.0;496,87;0,64;26,16;
2021;8;31;20.00.00;0.0;508,9;0,65;26,06;
2021;8;31;21.00.00;0.0;508,65;0,65;26;
2021;8;31;22.00.00;0.0;507,99;0,64;25,97;
2021;8;31;23.00.00;0.0;508,67;0,64;26,19;
2021;9;1;00.00.00;0.0;498,45;0,64;26,73;
2021;9;1;01.00.00;0.0;498,41;0,64;27,35;
2021;9;1;02.00.00;0.0;503,32;0,65;27,99;
2021;9;1;03.00.00;0.0;485,05;0,64;28,64;
2021;9;1;04.00.00;0.0;490;0,64;29,23;
2021;9;1;05.00.00;0.0;506,96;0,64;29,68;
2021;9;1;06.00.00;0.0;508,87;0,64;29,87;
2021;9;1;07.00.00;0.0;534,77;0,67;29,6;
2021;9;1;08.00.00;0.0;514,29;0,66;29,37;
2021;9;1;09.00.00;0.0;534,14;0,68;29,04;
2021;9;1;10.00.00;0.0;513,75;0,66;28,71;
2021;9;1;11.00.00;0.0;512,79;0,66;28,21;
2021;9;1;12.00.00;0.0;512,27;0,66;27,6;
2021;9;1;13.00.00;0.0;512,61;0,66;27,11;
2021;9;1;14.00.00;0.0;513,26;0,66;26,69;
2021;9;1;15.00.00;0.0;511,27;0,66;26,31;
2021;9;1;16.00.00;0.0;531,22;0,68;25,99;
2021;9;1;17.00.00;0.0;516,29;0,66;25,71;
2021;9;1;18.00.00;0.0;525,44;0,68;25,5;
2021;9;1;19.00.00;0.0;528,69;0,68;25,4;
2021;9;1;20.00.00;0.0;513,81;0,66;25,38;
2021;9;1;21.00.00;0.0;527,88;0,68;25,4;
2021;9;1;22.00.00;0.0;525,75;0,68;25,44;
2021;9;1;23.00.00;0.0;527,03;0,68;25,69;
2021;9;2;00.00.00;0.0;513,3;0,67;26,26;
2021;9;2;01.00.00;0.0;535;0,66;26,91;
2021;9;2;02.00.00;0.0;526,76;0,66;27,61;
2021;9;2;03.00.00;0.01;527,98;0,66;28,3;
2021;9;2;04.00.00;0.01;554,14;0,66;28,96;
2021;9;2;05.00.00;0.01;568,1;0,67;29,48;
2021;9;2;06.00.00;0.01;524,2;0,67;29,77;
2021;9;2;07.00.00;0.01;524,89;0,67;29,65;
2021;9;2;08.00.00;0.01;527,11;0,67;29,38;
2021;9;2;09.00.00;0.0;528,89;0,67;29,02;
2021;9;2;10.00.00;0.0;504,24;0,65;28,5;
2021;9;2;11.00.00;0.0;538,61;0,68;27,83;
2021;9;2;12.00.00;0.0;515,63;0,66;27,23;
2021;9;2;13.00.00;0.01;515,13;0,66;26,75;
2021;9;2;14.00.00;0.01;515,69;0,66;26,34;
2021;9;2;15.00.00;0.01;516,08;0,66;25,98;
2021;9;2;16.00.00;0.01;516,09;0,66;25,68;
2021;9;2;17.00.00;0.02;514,59;0,66;25,51;
2021;9;2;18.00.00;0.02;514,13;0,66;25,44;
2021;9;2;19.00.00;0.02;512,84;0,66;25,4;
2021;9;2;20.00.00;0.01;510,09;0,66;25,37;
2021;9;2;21.00.00;0.01;511,35;0,66;25,35;
2021;9;2;22.00.00;0.01;511,05;0,66;25,37;
2021;9;2;23.00.00;0.01;512,34;0,66;25,64;
2021;9;3;00.00.00;0.01;513,4;0,65;26,24;
2021;9;3;01.00.00;0.01;530,67;0,66;26,91;
2021;9;3;02.00.00;0.01;551,96;0,67;27,61;
2021;9;3;03.00.00;0.01;507;0,65;28,22;
2021;9;3;04.00.00;0.01;555,79;0,65;28,68;
2021;9;3;05.00.00;0.01;507,42;0,65;29,04;
2021;9;3;06.00.00;0.01;533,12;0,68;29,19;
2021;9;3;07.00.00;0.01;531,32;0,68;29,15;
2021;9;3;08.00.00;0.02;517,51;0,68;28,95;
2021;9;3;09.00.00;0.02;534,66;0,68;28,52;
2021;9;3;10.00.00;0.02;513,28;0,66;27,87;
2021;9;3;11.00.00;0.02;536,02;0,68;27,16;
2021;9;3;12.00.00;0.02;504,96;0,64;26,52;
2021;9;3;13.00.00;0.02;504,76;0,64;26,09;
2021;9;3;14.00.00;0.02;536,96;0,68;25,89;
2021;9;3;15.00.00;0.02;514,81;0,66;25,84;
2021;9;3;16.00.00;0.02;514;0,66;25,86;
2021;9;3;17.00.00;0.02;515,14;0,66;25,82;
2021;9;3;18.00.00;0.01;508,87;0,66;25,79;
2021;9;3;19.00.00;0.01;529;0,68;25,74;
2021;9;3;20.00.00;0.01;507,88;0,66;25,68;
2021;9;3;21.00.00;0.01;529,18;0,68;25,65;
2021;9;3;22.00.00;0.01;507,32;0,66;25,66;
2021;9;3;23.00.00;0.02;533,82;0,68;25,83;
2021;9;4;00.00.00;0.02;530,97;0,68;26,29;
2021;9;4;01.00.00;0.02;513,97;0,66;26,93;
2021;9;4;02.00.00;0.02;527,25;0,68;27,58;
2021;9;4;03.00.00;0.02;520,49;0,66;28,21;
2021;9;4;04.00.00;0.02;535;0,68;28,71;
